column_name,found_in_path,line_number,excerpt,source_type,assessment
strength,scripts/qsb_extract03d/block_mechanism_review.py,163,"""alignment_status"":""complete_internal_alignment"" if internal_edges==possible and np.allclose(sval,1) else ""partial_alignment"",""notes"":""Stored strength and edge outputs; no transform rerun.""})",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,174,"""mean_abs_K_offdiag"":float(np.abs(kval).mean()),""mean_strength_offdiag"":float(sval.mean()),""mean_d_offdiag"":float(dval.mean()),""mean_D_offdiag"":float(Dval.mean()),",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,182,"ib=[idx[p] for p in component_members[cb]];Kblock=matrices[""K""][np.ix_(ia,ib)];Sblock=matrices[""strength""][np.ix_(ia,ib)];dblock=matrices[""d""][np.ix_(ia,ib)];Dblock=matrices[""D""][np.ix_(ia,ib)];Eblock=edge[np.ix_(ia,ib)]",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,184,"""positive_K_fraction"":float(np.mean(Kblock>zero_tol)),""negative_K_fraction"":float(np.mean(Kblock<-zero_tol)),""mean_strength"":float(Sblock.mean()),""max_strength"":float(Sblock.max()),",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,186,"""relation_status"":""off_diagonal_candidate_relation_without_accepted_edges"",""notes"":""Nonzero K/strength may remain between components, but no stored accepted edge crosses components.""})",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,189,"{""mechanism_step"":""K_signed_fine_structure"",""expected_observation"":""within components |K| stronger than between, with sign variation"",""observed_summary"":f""within mean |K|={contrast_rows[0]['within_mean']:.6g}; between={contrast_rows[0]['between_mean']:.6g}; si",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,190,"{""mechanism_step"":""strength_extracts_relation_intensity"",""expected_observation"":""within-component strength exceeds between-component strength"",""observed_summary"":f""within={contrast_rows[1]['within_mean']:.6g}; between={contrast_rows[1]['between_mean']:.6g}"",""s",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,201,"{""review_item_id"":""E03D-RI-01"",""category"":""algebraic_non_independence"",""description"":""K magnitude, strength and d are linked by the frozen transform chain; aligned contrasts are not independent confirmations."",""severity"":""high"",""blocks_next_step"":""no"",""recomme",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,214,"series=[(""mean |K|"",[p[""mean_abs_K_offdiag""] for p in profiles]),(""mean strength"",[p[""mean_strength_offdiag""] for p in profiles]),(""mean d"",[p[""mean_d_offdiag""] for p in profiles]),(""mean D"",[p[""mean_D_offdiag""] for p in profiles]),(""edge density"",[p[""edge_den",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,221,"""component_sizes"":component_sizes,""accepted_edge_count"":len(accepted),""matrix_count_readable"":5,""K_reviewed"":True,""strength_reviewed"":True,""d_reviewed"":True,",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,223,"""review_items_count"":len(review_items),""matplotlib_available"":True,""review_visuals_created"":2,""K_recomputed"":False,""strength_recomputed"":False,",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,232,"for mid in [""K"",""strength"",""d"",""D"",""edge""]:",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,239,"write_csv(FILES[6],list(k_sign[0]),k_sign);write_csv(FILES[7],list(strength_rows[0]),strength_rows);write_csv(FILES[8],list(cost_rows[0]),cost_rows)",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,246,"claim_rows=[{""statement_id"":""E03D-CB-01"",""statement"":""Existing outputs are consistent with a candidate K→strength→d/D→edge→component chain."",""classification"":""safe_review_statement"",""safe_wording"":""Candidate relational mechanism supported for review."",""forbidd",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,256,"(""component_mapping_readable"",len(mapping),42),(""matrices_readable"",sum(readable[m] for m in [""K"",""strength"",""d"",""D"",""edge""]),5),(""block_summaries_created"",len(block_rows),216),",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,309,"Component-ordered block structure of stored EXTRACT03A-R1 candidate relations. The visual/mechanistic review compares signed K structure, relation strength, candidate costs d and D, and already accepted edges. The alignment is consistent with a candidate relat",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,317,"Candidate relational mechanism review of the K→strength→d/D→accepted-edge→component chain. Components are defined from accepted edges, and several quantities are algebraically linked; the panel therefore documents internal candidate-structure consistency rathe",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,341,"Six stored accepted-edge components of sizes 12, 10, 8, 6, 4, and 2 form complete internal cliques. All expected K-absolute/strength/d/D/edge within-versus-between contrasts hold.",context,context_trace
strength,scripts/qsb_extract03d/block_mechanism_review.py,345,The existing outputs are internally consistent with a candidate K→strength→d/D→accepted-edge→component chain and explain the visible diagonal blocks at review level.,context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,35,"STATUS=""extract03e_perfection_origin_review_completed_origin_likely_strength_d_edge_definition""",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,41,"""10_static_code_rule_review.csv"",""11_strength_derivation_review.csv"",""12_d_derivation_review.csv"",",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,49,"S_PATH=A/""15_strength_matrix.csv"";EDGE_PATH=A/""16_edge_candidate_result.csv"";VECTOR_SUMMARY=A/""10_phase_response_vector_summary.csv"";MART=A/""21_extract03a_r1_result_mart.sqlite""",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,107,"K,krows=read_matrix(K_PATH,""K_candidate"",pairs);d,drows=read_matrix(D_PATH,""d_cost_candidate"",pairs);Dp,Drows=read_matrix(SP_PATH,""D_shortest_path_candidate"",pairs);strength,srows=read_matrix(S_PATH,""relation_strength"",pairs)",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,116,"layer_values={""K"":withinK,""d"":np.array([d[i,j] for i,j in within]),""D"":np.array([Dp[i,j] for i,j in within]),""strength"":np.array([strength[i,j] for i,j in within]),""edge"":np.array([edge[i,j] for i,j in within])}",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,167,"{""code_artifact"":rel(A_SCRIPT),""rule_or_function"":""strength and edge"",""observed_logic_summary"":code_line(A_SCRIPT,""strength ="")+"" | ""+code_line(A_SCRIPT,""edge =""),""could_create_perfection"":""propagates d=0 to strength=1 and accepted edge"",""status"":""reviewed_sta",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,169,"{""code_artifact"":rel(PACKAGE_SCRIPT),""rule_or_function"":""frozen package contracts"",""observed_logic_summary"":""Defines normalization, K dot-product, d/strength, theta_edge contracts; package itself executes none."",""could_create_perfection"":""contract definitions ",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,173,"strength_review=[{""review_item"":""stored_rule"",""source"":rel(A_SCRIPT),""observed_logic"":""strength = exp(-d/ell_0); diagonal set 1"",""input_condition"":""stored d=0"",""output_condition"":""stored strength=1 exactly"",""creates_or_propagates"":""propagates exact d perfectio",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,174,"{""review_item"":""within_exactness"",""source"":rel(S_PATH),""observed_logic"":f""exact one={int(np.sum(layer_values['strength']==1))}/{within_count}"",""input_condition"":""all internal d zero"",""output_condition"":""all internal strength one"",""creates_or_propagates"":""algeb",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,178,"edge_review=[{""review_item"":""threshold_rule"",""source"":rel(A_SCRIPT),""observed_logic"":""edge = strength >= 0.5; diagonal false"",""input_condition"":""internal strength=1"",""output_condition"":f""internal accepted edges={int(np.sum(layer_values['edge']==1))}/{within_co",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,185,"(""strength_abs_layer"",""All internal strength values exactly 1."",""Actual code computes strength after d canonicalization."",""exact_perfection_propagated"",""high"",""Not the first exact layer in actual execution order.""),",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,188,"(""edge_threshold_layer"",""All internal edges accepted and all cross edges rejected."",""Threshold classification acts after exact strength and does not explain K near-collinearity."",""propagated_and_discretized_perfection"",""high"",""Creates complete accepted-edge cl",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,194,"(""d_cost_transform_layer"",""strength_abs_layer"",""deterministic exponential"",""strength=exp(-d)"",""yes"",""no"",""d=0 maps exactly to 1.""),",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,196,"(""strength_abs_layer"",""edge_threshold_layer"",""binary threshold"",""strength>=0.5"",""yes"",""no"",""All internal strengths accepted.""),",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,203,"(""d_to_strength"",""d exactly zero"",""strength exactly one"",""yes"",""tautological deterministic transform"",""supported"",""Not independent evidence.""),",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,205,"(""strength_to_edge"",""strength one versus threshold .5"",""accepted internal edge"",""yes"",""tautological threshold consequence"",""supported"",""No edge rediscovery.""),",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,209,"origin=[{""classification_item"":""first_observed_exact_perfection"",""classification"":""origin_likely_strength_d_edge_definition"",""primary_origin_layer"":""d_cost_transform_layer tiny-negative canonicalization"",",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,210,"""secondary_origin_layers"":""K_construction near-perfect precursor; unresolved source/response collinearity; strength/D/edge/component propagation"",""supporting_artifacts"":f""{rel(K_PATH)};{rel(D_PATH)};{rel(S_PATH)};{rel(EDGE_PATH)};{rel(A_SCRIPT)}"",",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,231,"fractions=[exact_abs_count/within_count,float(np.mean(layer_values[""d""]==0)),float(np.mean(layer_values[""strength""]==1)),float(np.mean(layer_values[""D""]==0)),float(np.mean(layer_values[""edge""]==1))]",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,233,"axes[0].bar([""|K| exact 1"",""d exact 0"",""strength exact 1"",""D exact 0"",""edge exact 1""],fractions,color=[""#F58518"",""#4C78A8"",""#4C78A8"",""#4C78A8"",""#4C78A8""]);axes[0].set_ylim(0,1.05);axes[0].tick_params(axis=""x"",rotation=28);axes[0].set_ylabel(""fraction of within",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,239,"""pair_response_summary_seen"":True,""serialization_review_done"":True,""static_code_review_done"":True,""strength_rule_reviewed"":True,""d_rule_reviewed"":True,""D_rule_reviewed"":True,""edge_rule_reviewed"":True,",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,240,"""first_perfection_layer"":""d_cost_transform_layer tiny-negative canonicalization"",""origin_classification"":""origin_likely_strength_d_edge_definition with near-perfect K/response precursor"",",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,241,"""review_items_count"":len(review_items),""matplotlib_available"":True,""K_recomputed"":False,""strength_recomputed"":False,""d_recomputed"":False,""D_recomputed"":False,""edge_recomputed"":False,",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,248,"inputs=[(""EXTRACT03D"",d_manifest_path,""yes"",""pass"",""origin review starting point""),(""VIZ02"",viz_manifest_path,""yes"",""pass"",""component mapping""),(""K"",K_PATH,""yes"",""pass"",""exactness and sign review""),(""d"",D_PATH,""yes"",""pass"",""exact-zero review""),(""D"",SP_PATH,""ye",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,249,"input_rows=[{""input_id"":a,""source_artifact"":rel(b),""available"":c,""read_status"":d,""used_for"":e,""blocking"":""yes"" if a in {""EXTRACT03D"",""VIZ02"",""K"",""d"",""D"",""strength"",""edge"",""A_R1_script""} else ""no"",""notes"":""Read-only.""} for a,b,c,d,e in inputs]",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,254,"write_csv(FILES[10],list(strength_review[0]),strength_review);write_csv(FILES[11],list(d_review[0]),d_review);write_csv(FILES[12],list(D_review[0]),D_review);write_csv(FILES[13],list(edge_review[0]),edge_review)",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,257,"guards=[""no_K_recompute"",""no_strength_recompute"",""no_d_recompute"",""no_D_recompute"",""no_edge_recompute"",""no_shortest_path_rerun"",""no_phase_vector_reconstruction"",""no_bootstrap_run"",""no_upstream_mutation"",""no_l2_change"",""no_post_hoc_tuning"",""no_physical_evidence",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,266,"checks=[(""extract03d_present"",d_manifest[""status""],""extract03d_block_mechanism_review_completed_candidate_chain_supported_for_review""),(""viz02_present"",viz_manifest[""status""],""extract03viz02_topology_organized_matrix_completed""),(""extract03a_r1_present"",True,T",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,320,"The first universally exact within-component values appear at the stored d-cost layer, where the execution rule canonicalizes tiny negative numerical costs to zero. The preceding K matrix is already near-perfect in magnitude but is not universally exactly ±1. ",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,343,"EXTRACT03D, VIZ02, stored EXTRACT03A-R1 K/d/D/strength/edge matrices, response summaries, result-mart schema, and static execution/package/visualization code were reviewed read-only.",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,355,d zero propagates to strength one and zero D paths; thresholding produces all internal accepted edges; connected components and ordering expose complete blocks.,context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,359,"Exact perfection is likely introduced by the d/strength/edge definition chain, specifically d tiny-negative canonicalization, with a likely K or response-layer near-collinearity precursor whose source cannot be resolved from summaries.",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,385,"""strength_exact_one"":int(np.sum(layer_values[""strength""]==1)),""D_exact_zero"":int(np.sum(layer_values[""D""]==0)),""edge_exact_one"":int(np.sum(layer_values[""edge""]==1)),",context,context_trace
strength,scripts/qsb_extract03e/perfection_origin_review.py,386,"""origin_classification"":""origin_likely_strength_d_edge_definition"",""review_items"":len(review_items),""upstream_modified"":False,""l2_changed"":False,""recomputation"":False},indent=2))",context,context_trace
theta_edge,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/06_frozen_decision_carry_forward_review.csv,11,"HF-10,freeze_validation_matrix,""[""""source_selection_query_frozen"""", """"state_family_frozen"""", """"K_mode_frozen"""", """"ell0_frozen"""", """"epsilon_Gram_frozen"""", """"distance_to_strength_transform_frozen"""", """"theta_edge_frozen"""", """"kernel_subset_frozen"""", """"cluster_prot",artifact,artifact_column_presence
theta_edge,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,1,"pair_a,pair_b,strength,theta_edge,edge_candidate_flag,diagonal,claim_boundary,lineage_bundle_sha256",artifact,artifact_column_presence
theta_edge,scripts/qsb_extract03/prepare_execution_package.py,75,"edgeparts=[(""theta_edge"",hf(""HF-06""),""future edge candidate"",""positive; frozen; not L2 theta""),(""edge_candidate_rule"",""edge_strength_candidate >= theta_edge"",""future K/d/D output"",""validate deterministic application""),(""edge_strength_source"",hf5,""future d cost",package_contract,contract_column_trace
theta_edge,scripts/qsb_extract03_viz02/topology_organized_relational_matrix.py,155,"""raw_status_fields"":f""edge_candidate_flag={row.get('edge_candidate_flag')};diagonal={row.get('diagonal')};theta_edge={row.get('theta_edge')}"",",context,context_trace
theta_edge,scripts/qsb_extract03a_r1/run_authorized_execution_with_s1_addendum.py,179,"fail(""extract03a_r1_blocked_invalid_frozen_decisions"", ""frozen K/ell_0/epsilon_Gram/theta_edge mismatch"")",direct_generator,direct_column_contract
theta_edge,scripts/qsb_extract03a_r1/run_authorized_execution_with_s1_addendum.py,360,"edge_rows = [{""pair_a"": pair_ids[i], ""pair_b"": pair_ids[j], ""strength"": format(float(strength[i,j]), "".17g""), ""theta_edge"": THETA_EDGE, ""edge_candidate_flag"": int(edge[i,j]), ""diagonal"": int(i == j), ""claim_boundary"": ""candidate edge only"", ""lineage_bundle_sha",direct_generator,direct_column_contract
theta_edge,scripts/qsb_extract03b/result_review_human_summary.py,208,"(""theta_edge"", edge_rows[0][""theta_edge""], ""pass"", ""Imported frozen value; no tuning.""),",context,context_trace
theta_edge,scripts/qsb_extract03c1_r1/bootstrap_stability_run_under_c0_c0b.py,396,"{""policy_item"":""calibration_retuning"",""observed_value"":""not performed"",""expected_value"":""not performed"",""status"":""pass"",""blocking"":""yes"",""notes"":""Thresholds remain 0.80/0.60 and theta_edge unchanged.""},",context,context_trace
theta_edge,scripts/qsb_extract03e/perfection_origin_review.py,169,"{""code_artifact"":rel(PACKAGE_SCRIPT),""rule_or_function"":""frozen package contracts"",""observed_logic_summary"":""Defines normalization, K dot-product, d/strength, theta_edge contracts; package itself executes none."",""could_create_perfection"":""contract definitions ",context,context_trace
theta_edge,scripts/qsb_extract03e/perfection_origin_review.py,218,"(""E03E-C05"",""edge_threshold_sensitivity_review"",""Assess clique dependence on threshold without replacing base result"",""yes"",""yes"",""Prospective threshold-stability map"",""medium"",""Cannot retroactively tune theta_edge.""),",context,context_trace
edge_candidate_flag,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,1,"pair_a,pair_b,strength,theta_edge,edge_candidate_flag,diagonal,claim_boundary,lineage_bundle_sha256",artifact,artifact_column_presence
edge_candidate_flag,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,10,"CREATE TABLE extract03a_r1_edge_candidate (pair_a TEXT,pair_b TEXT,strength REAL,edge_candidate_flag INTEGER,lineage_bundle_sha256 TEXT,PRIMARY KEY(pair_a,pair_b));",context,context_trace
edge_candidate_flag,scripts/qsb_extract03/prepare_execution_package.py,64,"channels=[""raw_delta_phi"",""wrapped_delta_phi"",""cos_delta_phi"",""sin_delta_phi"",""abs_cos_delta_phi"",""phase_response_vector"",""K_candidate"",""d_cost_candidate"",""D_shortest_path_candidate"",""edge_strength_candidate"",""edge_candidate_flag"",""cluster_candidate_id"",""motif",package_contract,contract_column_trace
edge_candidate_flag,scripts/qsb_extract03/prepare_execution_package.py,65,"future={""K_candidate"",""d_cost_candidate"",""D_shortest_path_candidate"",""edge_candidate_flag"",""cluster_candidate_id"",""motif_candidate_id""}",package_contract,contract_column_trace
edge_candidate_flag,scripts/qsb_extract03_viz01/matrix_heatmap_visualization.py,146,"if row[""pair_a""] not in idx or row[""pair_b""] not in idx or row[""edge_candidate_flag""] not in {""0"",""1""}: edge_parse_ok=False; continue",context,context_trace
edge_candidate_flag,scripts/qsb_extract03_viz01/matrix_heatmap_visualization.py,147,"i,j=idx[row[""pair_a""]],idx[row[""pair_b""]]; value=float(row[""edge_candidate_flag""]); edge_matrix[i,j]=value; edge_matrix[j,i]=value",context,context_trace
edge_candidate_flag,scripts/qsb_extract03_viz02/topology_organized_relational_matrix.py,150,"raw=row.get(""edge_candidate_flag"","""").strip().lower();parse_status=""clear_accepted"" if raw in accepted_tokens else ""clear_not_accepted"" if raw in {""0"",""false"",""no"",""rejected"",""absent"",""inactive""} else ""ambiguous_not_accepted""",context,context_trace
edge_candidate_flag,scripts/qsb_extract03_viz02/topology_organized_relational_matrix.py,155,"""raw_status_fields"":f""edge_candidate_flag={row.get('edge_candidate_flag')};diagonal={row.get('diagonal')};theta_edge={row.get('theta_edge')}"",",context,context_trace
edge_candidate_flag,scripts/qsb_extract03a_r1/run_authorized_execution_with_s1_addendum.py,360,"edge_rows = [{""pair_a"": pair_ids[i], ""pair_b"": pair_ids[j], ""strength"": format(float(strength[i,j]), "".17g""), ""theta_edge"": THETA_EDGE, ""edge_candidate_flag"": int(edge[i,j]), ""diagonal"": int(i == j), ""claim_boundary"": ""candidate edge only"", ""lineage_bundle_sha",direct_generator,direct_column_contract
edge_candidate_flag,scripts/qsb_extract03a_r1/run_authorized_execution_with_s1_addendum.py,382,"CREATE TABLE extract03a_r1_edge_candidate (pair_a TEXT,pair_b TEXT,strength REAL,edge_candidate_flag INTEGER,lineage_bundle_sha256 TEXT,PRIMARY KEY(pair_a,pair_b));",direct_generator,direct_column_contract
edge_candidate_flag,scripts/qsb_extract03a_r1/run_authorized_execution_with_s1_addendum.py,399,"db.executemany(""INSERT INTO extract03a_r1_edge_candidate VALUES (?,?,?,?,?)"", [(r[""pair_a""],r[""pair_b""],float(r[""strength""]),r[""edge_candidate_flag""],lineage_bundle) for r in edge_rows])",direct_generator,direct_column_contract
edge_candidate_flag,scripts/qsb_extract03b/result_review_human_summary.py,199,"edge_count = sum(int(row[""edge_candidate_flag""]) for row in edge_rows)",context,context_trace
edge_candidate_flag,scripts/qsb_extract03c1_r1/bootstrap_stability_run_under_c0_c0b.py,273,"record=(key[0],key[1],int(row[""edge_candidate_flag""]))",context,context_trace
edge_candidate_flag,scripts/qsb_extract03d/block_mechanism_review.py,107,"if row[""pair_a""] not in idx or row[""pair_b""] not in idx or row[""edge_candidate_flag""] not in {""0"",""1""}:fail(""extract03d_blocked_no_readable_matrices"",""edge parse gap"")",context,context_trace
edge_candidate_flag,scripts/qsb_extract03d/block_mechanism_review.py,108,"i,j=idx[row[""pair_a""]],idx[row[""pair_b""]];value=float(row[""edge_candidate_flag""]);edge[i,j]=edge[j,i]=value",context,context_trace
edge_candidate_flag,scripts/qsb_extract03e/perfection_origin_review.py,111,"i,j=idx[row[""pair_a""]],idx[row[""pair_b""]];value=float(row[""edge_candidate_flag""]);edge[i,j]=edge[j,i]=value;accepted+=int(value)",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,44,"""lineage_bundle_sha256"": ""9b242d40f34d864e4c521d873e94b3bea8f07b573386e99d617cd320d483646a"",",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/06_frozen_decision_carry_forward_review.csv,1,"freeze_id,freeze_item,decision_value,decision_status,human_approval,blocks_actual_execution,carry_forward_status,source_sha256,lineage_bundle_sha256",artifact,artifact_column_presence
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/09_tensor_schema_runtime_mapping.csv,1,"runtime_field,source_or_formula,data_type,unit_status,dimension_status,lineage_bundle_sha256",artifact,artifact_column_presence
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/15_strength_matrix.csv,1,"row_pair_id,column_pair_id,relation_strength,lineage_bundle_sha256",artifact,artifact_column_presence
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,1,"pair_a,pair_b,strength,theta_edge,edge_candidate_flag,diagonal,claim_boundary,lineage_bundle_sha256",artifact,artifact_column_presence
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/17_kernel_execution_summary.csv,1,"kernel_name,execution_status,output,stop_or_skip_reason,claim_boundary,lineage_bundle_sha256",artifact,artifact_column_presence
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,2,"CREATE TABLE extract03a_r1_run (run_id TEXT PRIMARY KEY,status TEXT NOT NULL,created_at_utc TEXT NOT NULL,lineage_bundle_sha256 TEXT NOT NULL,claim_boundary TEXT NOT NULL);",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,3,"CREATE TABLE extract03a_r1_source_selection (source_mode TEXT,source_path TEXT,source_rows INTEGER,pair_count INTEGER,x_points INTEGER,lineage_bundle_sha256 TEXT);",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,4,"CREATE TABLE extract03a_r1_pair_split_assignment (pair_index INTEGER PRIMARY KEY,canonical_pair_id TEXT,split_label TEXT,split_hash TEXT,u REAL,lineage_bundle_sha256 TEXT);",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,5,"CREATE TABLE extract03a_r1_phase_response_vector (pair_index INTEGER PRIMARY KEY,canonical_pair_id TEXT,x_point_count INTEGER,l2_norm_before REAL,l2_norm_after REAL,status TEXT,lineage_bundle_sha256 TEXT);",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,6,"CREATE TABLE extract03a_r1_K_candidate (row_pair_id TEXT,column_pair_id TEXT,value REAL,lineage_bundle_sha256 TEXT,PRIMARY KEY(row_pair_id,column_pair_id));",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,7,"CREATE TABLE extract03a_r1_distance_cost (row_pair_id TEXT,column_pair_id TEXT,value REAL,lineage_bundle_sha256 TEXT,PRIMARY KEY(row_pair_id,column_pair_id));",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,8,"CREATE TABLE extract03a_r1_shortest_path_D (row_pair_id TEXT,column_pair_id TEXT,value REAL,lineage_bundle_sha256 TEXT,PRIMARY KEY(row_pair_id,column_pair_id));",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,9,"CREATE TABLE extract03a_r1_strength (row_pair_id TEXT,column_pair_id TEXT,value REAL,lineage_bundle_sha256 TEXT,PRIMARY KEY(row_pair_id,column_pair_id));",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,10,"CREATE TABLE extract03a_r1_edge_candidate (pair_a TEXT,pair_b TEXT,strength REAL,edge_candidate_flag INTEGER,lineage_bundle_sha256 TEXT,PRIMARY KEY(pair_a,pair_b));",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,11,"CREATE TABLE extract03a_r1_cluster_candidate (merge_index INTEGER PRIMARY KEY,cluster_candidate_id TEXT,members TEXT,distance REAL,candidate_status TEXT,lineage_bundle_sha256 TEXT);",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,12,"CREATE TABLE extract03a_r1_motif_candidate (motif_candidate_id TEXT PRIMARY KEY,source_cluster_candidate_id TEXT,members TEXT,stability_status TEXT,lineage_bundle_sha256 TEXT);",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,13,"CREATE TABLE extract03a_r1_validation_result (validation_id TEXT PRIMARY KEY,validation_layer TEXT,check_name TEXT,status TEXT,severity TEXT,message TEXT,lineage_bundle_sha256 TEXT);",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,14,"CREATE TABLE extract03a_r1_claim_boundary (statement_id TEXT PRIMARY KEY,classification TEXT,statement TEXT,lineage_bundle_sha256 TEXT);",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,15,"CREATE TABLE extract03a_r1_lineage (lineage_name TEXT PRIMARY KEY,path TEXT,sha256 TEXT,lineage_bundle_sha256 TEXT);",context,context_trace
lineage_bundle_sha256,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,1,"audit_scope,artifact,path,sha256,hash_role,status,notes,lineage_bundle_sha256",artifact,artifact_column_presence
